time,v(Vout),v(V1)
2.85475E-06,0.503028968,0.5
2.85485E-06,0.503028478,0.5
2.85495E-06,0.503027987,0.5
2.85505E-06,0.503027496,0.5
2.85515E-06,0.503027006,0.5
2.85525E-06,0.503026515,0.5
2.85535E-06,0.503026025,0.5
2.85545E-06,0.503025535,0.5
2.85555E-06,0.503025045,0.5
2.85565E-06,0.503024556,0.5
2.85575E-06,0.503024066,0.5
2.85585E-06,0.503023577,0.5
2.85595E-06,0.503023087,0.5
2.85605E-06,0.503022598,0.5
2.85615E-06,0.503022109,0.5
2.85625E-06,0.503021621,0.5
2.85635E-06,0.503021132,0.5
2.85645E-06,0.503020644,0.5
2.85655E-06,0.503020155,0.5
2.85665E-06,0.503019667,0.5
2.85675E-06,0.503019179,0.5
2.85685E-06,0.503018691,0.5
2.85695E-06,0.503018203,0.5
2.85705E-06,0.503017716,0.5
2.85715E-06,0.503017228,0.5
2.85725E-06,0.503016741,0.5
2.85735E-06,0.503016254,0.5
2.85745E-06,0.503015767,0.5
2.85755E-06,0.50301528,0.5
2.85765E-06,0.503014794,0.5
2.85775E-06,0.503014307,0.5
2.85785E-06,0.503013821,0.5
2.85795E-06,0.503013335,0.5
2.85805E-06,0.503012849,0.5
2.85815E-06,0.503012363,0.5
2.85825E-06,0.503011877,0.5
2.85835E-06,0.503011391,0.5
2.85845E-06,0.503010906,0.5
2.85855E-06,0.503010421,0.5
2.85865E-06,0.503009936,0.5
2.85875E-06,0.503009451,0.5
2.85885E-06,0.503008966,0.5
2.85895E-06,0.503008481,0.5
2.85905E-06,0.503007997,0.5
2.85915E-06,0.503007512,0.5
2.85925E-06,0.503007028,0.5
2.85935E-06,0.503006544,0.5
2.85945E-06,0.50300606,0.5
2.85955E-06,0.503005576,0.5
2.85965E-06,0.503005093,0.5
2.85975E-06,0.503004609,0.5
2.85985E-06,0.503004126,0.5
2.85995E-06,0.503003643,0.5
2.86005E-06,0.50300316,0.5
2.86015E-06,0.503002677,0.5
2.86025E-06,0.503002194,0.5
2.86035E-06,0.503001712,0.5
2.86045E-06,0.503001229,0.5
2.86055E-06,0.503000747,0.5
2.86065E-06,0.503000265,0.5
2.86075E-06,0.502999783,0.5
2.86085E-06,0.502999301,0.5
2.86095E-06,0.50299882,0.5
2.86105E-06,0.502998338,0.5
2.86115E-06,0.502997857,0.5
2.86125E-06,0.502997376,0.5
2.86135E-06,0.502996895,0.5
2.86145E-06,0.502996414,0.5
2.86155E-06,0.502995933,0.5
2.86165E-06,0.502995452,0.5
2.86175E-06,0.502994972,0.5
2.86185E-06,0.502994492,0.5
2.86195E-06,0.502994011,0.5
2.86205E-06,0.502993531,0.5
2.86215E-06,0.502993052,0.5
2.86225E-06,0.502992572,0.5
2.86235E-06,0.502992092,0.5
2.86245E-06,0.502991613,0.5
2.86255E-06,0.502991134,0.5
2.86265E-06,0.502990655,0.5
2.86275E-06,0.502990176,0.5
2.86285E-06,0.502989697,0.5
2.86295E-06,0.502989218,0.5
2.86305E-06,0.50298874,0.5
2.86315E-06,0.502988262,0.5
2.86325E-06,0.502987783,0.5
2.86335E-06,0.502987305,0.5
2.86345E-06,0.502986827,0.5
2.86355E-06,0.50298635,0.5
2.86365E-06,0.502985872,0.5
2.86375E-06,0.502985395,0.5
2.86385E-06,0.502984917,0.5
2.86395E-06,0.50298444,0.5
2.86405E-06,0.502983963,0.5
2.86415E-06,0.502983486,0.5
2.86425E-06,0.50298301,0.5
2.86435E-06,0.502982533,0.5
2.86445E-06,0.502982057,0.5
2.86455E-06,0.502981581,0.5
2.86465E-06,0.502981104,0.5
2.86475E-06,0.502980628,0.5
2.86485E-06,0.502980153,0.5
2.86495E-06,0.502979677,0.5
2.86505E-06,0.502979202,0.5
2.86515E-06,0.502978726,0.5
2.86525E-06,0.502978251,0.5
2.86535E-06,0.502977776,0.5
2.86545E-06,0.502977301,0.5
2.86555E-06,0.502976826,0.5
2.86565E-06,0.502976352,0.5
2.86575E-06,0.502975877,0.5
2.86585E-06,0.502975403,0.5
2.86595E-06,0.502974929,0.5
2.86605E-06,0.502974455,0.5
2.86615E-06,0.502973981,0.5
2.86625E-06,0.502973507,0.5
2.86635E-06,0.502973034,0.5
2.86645E-06,0.50297256,0.5
2.86655E-06,0.502972087,0.5
2.86665E-06,0.502971614,0.5
2.86675E-06,0.502971141,0.5
2.86685E-06,0.502970668,0.5
2.86695E-06,0.502970195,0.5
2.86705E-06,0.502969723,0.5
2.86715E-06,0.50296925,0.5
2.86725E-06,0.502968778,0.5
2.86735E-06,0.502968306,0.5
2.86745E-06,0.502967834,0.5
2.86755E-06,0.502967362,0.5
2.86765E-06,0.502966891,0.5
2.86775E-06,0.502966419,0.5
2.86785E-06,0.502965948,0.5
2.86795E-06,0.502965477,0.5
2.86805E-06,0.502965006,0.5
2.86815E-06,0.502964535,0.5
2.86825E-06,0.502964064,0.5
2.86835E-06,0.502963593,0.5
2.86845E-06,0.502963123,0.5
2.86855E-06,0.502962653,0.5
2.86865E-06,0.502962182,0.5
2.86875E-06,0.502961712,0.5
2.86885E-06,0.502961243,0.5
2.86895E-06,0.502960773,0.5
2.86905E-06,0.502960303,0.5
2.86915E-06,0.502959834,0.5
2.86925E-06,0.502959365,0.5
2.86935E-06,0.502958895,0.5
2.86945E-06,0.502958426,0.5
2.86955E-06,0.502957958,0.5
2.86965E-06,0.502957489,0.5
2.86975E-06,0.50295702,0.5
2.86985E-06,0.502956552,0.5
2.86995E-06,0.502956084,0.5
2.87005E-06,0.502955616,0.5
2.87015E-06,0.502955148,0.5
2.87025E-06,0.50295468,0.5
2.87035E-06,0.502954212,0.5
2.87045E-06,0.502953745,0.5
2.87055E-06,0.502953277,0.5
2.87065E-06,0.50295281,0.5
2.87075E-06,0.502952343,0.5
2.87085E-06,0.502951876,0.5
2.87095E-06,0.502951409,0.5
2.87105E-06,0.502950943,0.5
2.87115E-06,0.502950476,0.5
2.87125E-06,0.50295001,0.5
2.87135E-06,0.502949543,0.5
2.87145E-06,0.502949077,0.5
2.87155E-06,0.502948611,0.5
2.87165E-06,0.502948146,0.5
2.87175E-06,0.50294768,0.5
2.87185E-06,0.502947215,0.5
2.87195E-06,0.502946749,0.5
2.87205E-06,0.502946284,0.5
2.87215E-06,0.502945819,0.5
2.87225E-06,0.502945354,0.5
2.87235E-06,0.502944889,0.5
2.87245E-06,0.502944425,0.5
2.87255E-06,0.50294396,0.5
2.87265E-06,0.502943496,0.5
2.87275E-06,0.502943032,0.5
2.87285E-06,0.502942568,0.5
2.87295E-06,0.502942104,0.5
2.87305E-06,0.50294164,0.5
2.87315E-06,0.502941177,0.5
2.87325E-06,0.502940713,0.5
2.87335E-06,0.50294025,0.5
2.87345E-06,0.502939787,0.5
2.87355E-06,0.502939324,0.5
2.87365E-06,0.502938861,0.5
2.87375E-06,0.502938398,0.5
2.87385E-06,0.502937936,0.5
2.87395E-06,0.502937473,0.5
2.87405E-06,0.502937011,0.5
2.87415E-06,0.502936549,0.5
2.87425E-06,0.502936087,0.5
2.87435E-06,0.502935625,0.5
2.87445E-06,0.502935163,0.5
2.87455E-06,0.502934702,0.5
2.87465E-06,0.50293424,0.5
2.87475E-06,0.502933779,0.5
2.87485E-06,0.502933318,0.5
2.87495E-06,0.502932857,0.5
2.87505E-06,0.502932396,0.5
2.87515E-06,0.502931935,0.5
2.87525E-06,0.502931475,0.5
2.87535E-06,0.502931014,0.5
2.87545E-06,0.502930554,0.5
2.87555E-06,0.502930094,0.5
2.87565E-06,0.502929634,0.5
2.87575E-06,0.502929174,0.5
2.87585E-06,0.502928715,0.5
2.87595E-06,0.502928255,0.5
2.87605E-06,0.502927796,0.5
2.87615E-06,0.502927336,0.5
2.87625E-06,0.502926877,0.5
2.87635E-06,0.502926418,0.5
2.87645E-06,0.502925959,0.5
2.87655E-06,0.502925501,0.5
2.87665E-06,0.502925042,0.5
2.87675E-06,0.502924584,0.5
2.87685E-06,0.502924126,0.5
2.87695E-06,0.502923668,0.5
2.87705E-06,0.50292321,0.5
2.87715E-06,0.502922752,0.5
2.87725E-06,0.502922294,0.5
2.87735E-06,0.502921837,0.5
2.87745E-06,0.502921379,0.5
2.87755E-06,0.502920922,0.5
2.87765E-06,0.502920465,0.5
2.87775E-06,0.502920008,0.5
2.87785E-06,0.502919551,0.5
2.87795E-06,0.502919094,0.5
2.87805E-06,0.502918638,0.5
2.87815E-06,0.502918181,0.5
2.87825E-06,0.502917725,0.5
2.87835E-06,0.502917269,0.5
2.87845E-06,0.502916813,0.5
2.87855E-06,0.502916357,0.5
2.87865E-06,0.502915902,0.5
2.87875E-06,0.502915446,0.5
2.87885E-06,0.502914991,0.5
2.87895E-06,0.502914536,0.5
2.87905E-06,0.50291408,0.5
2.87915E-06,0.502913625,0.5
2.87925E-06,0.502913171,0.5
2.87935E-06,0.502912716,0.5
2.87945E-06,0.502912261,0.5
2.87955E-06,0.502911807,0.5
2.87965E-06,0.502911353,0.5
2.87975E-06,0.502910899,0.5
2.87985E-06,0.502910445,0.5
2.87995E-06,0.502909991,0.5
2.88005E-06,0.502909537,0.5
2.88015E-06,0.502909084,0.5
2.88025E-06,0.50290863,0.5
2.88035E-06,0.502908177,0.5
2.88045E-06,0.502907724,0.5
2.88055E-06,0.502907271,0.5
2.88065E-06,0.502906818,0.5
2.88075E-06,0.502906366,0.5
2.88085E-06,0.502905913,0.5
2.88095E-06,0.502905461,0.5
2.88105E-06,0.502905008,0.5
2.88115E-06,0.502904556,0.5
2.88125E-06,0.502904104,0.5
2.88135E-06,0.502903652,0.5
2.88145E-06,0.502903201,0.5
2.88155E-06,0.502902749,0.5
2.88165E-06,0.502902298,0.5
2.88175E-06,0.502901846,0.5
2.88185E-06,0.502901395,0.5
2.88195E-06,0.502900944,0.5
2.88205E-06,0.502900494,0.5
2.88215E-06,0.502900043,0.5
2.88225E-06,0.502899592,0.5
2.88235E-06,0.502899142,0.5
2.88245E-06,0.502898692,0.5
2.88255E-06,0.502898241,0.5
2.88265E-06,0.502897791,0.5
2.88275E-06,0.502897342,0.5
2.88285E-06,0.502896892,0.5
2.88295E-06,0.502896442,0.5
2.88305E-06,0.502895993,0.5
2.88315E-06,0.502895544,0.5
2.88325E-06,0.502895094,0.5
2.88335E-06,0.502894645,0.5
2.88345E-06,0.502894197,0.5
2.88355E-06,0.502893748,0.5
2.88365E-06,0.502893299,0.5
2.88375E-06,0.502892851,0.5
2.88385E-06,0.502892402,0.5
2.88395E-06,0.502891954,0.5
2.88405E-06,0.502891506,0.5
2.88415E-06,0.502891058,0.5
2.88425E-06,0.502890611,0.5
2.88435E-06,0.502890163,0.5
2.88445E-06,0.502889716,0.5
2.88455E-06,0.502889268,0.5
2.88465E-06,0.502888821,0.5
2.88475E-06,0.502888374,0.5
2.88485E-06,0.502887927,0.5
2.88495E-06,0.50288748,0.5
2.88505E-06,0.502887034,0.5
2.88515E-06,0.502886587,0.5
2.88525E-06,0.502886141,0.5
2.88535E-06,0.502885695,0.5
2.88545E-06,0.502885249,0.5
2.88555E-06,0.502884803,0.5
2.88565E-06,0.502884357,0.5
2.88575E-06,0.502883911,0.5
2.88585E-06,0.502883466,0.5
2.88595E-06,0.50288302,0.5
2.88605E-06,0.502882575,0.5
2.88615E-06,0.50288213,0.5
2.88625E-06,0.502881685,0.5
2.88635E-06,0.50288124,0.5
2.88645E-06,0.502880796,0.5
2.88655E-06,0.502880351,0.5
2.88665E-06,0.502879907,0.5
2.88675E-06,0.502879462,0.5
2.88685E-06,0.502879018,0.5
2.88695E-06,0.502878574,0.5
2.88705E-06,0.50287813,0.5
2.88715E-06,0.502877687,0.5
2.88725E-06,0.502877243,0.5
2.88735E-06,0.5028768,0.5
2.88745E-06,0.502876356,0.5
2.88755E-06,0.502875913,0.5
2.88765E-06,0.50287547,0.5
2.88775E-06,0.502875027,0.5
2.88785E-06,0.502874585,0.5
2.88795E-06,0.502874142,0.5
2.88805E-06,0.5028737,0.5
2.88815E-06,0.502873257,0.5
2.88825E-06,0.502872815,0.5
2.88835E-06,0.502872373,0.5
2.88845E-06,0.502871931,0.5
2.88855E-06,0.50287149,0.5
2.88865E-06,0.502871048,0.5
2.88875E-06,0.502870606,0.5
2.88885E-06,0.502870165,0.5
2.88895E-06,0.502869724,0.5
2.88905E-06,0.502869283,0.5
2.88915E-06,0.502868842,0.5
2.88925E-06,0.502868401,0.5
2.88935E-06,0.50286796,0.5
2.88945E-06,0.50286752,0.5
2.88955E-06,0.50286708,0.5
2.88965E-06,0.502866639,0.5
2.88975E-06,0.502866199,0.5
2.88985E-06,0.502865759,0.5
2.88995E-06,0.502865319,0.5
2.89005E-06,0.50286488,0.5
2.89015E-06,0.50286444,0.5
2.89025E-06,0.502864001,0.5
2.89035E-06,0.502863561,0.5
2.89045E-06,0.502863122,0.5
2.89055E-06,0.502862683,0.5
2.89065E-06,0.502862244,0.5
2.89075E-06,0.502861806,0.5
2.89085E-06,0.502861367,0.5
2.89095E-06,0.502860929,0.5
2.89105E-06,0.50286049,0.5
2.89115E-06,0.502860052,0.5
2.89125E-06,0.502859614,0.5
2.89135E-06,0.502859176,0.5
2.89145E-06,0.502858739,0.5
2.89155E-06,0.502858301,0.5
2.89165E-06,0.502857863,0.5
2.89175E-06,0.502857426,0.5
2.89185E-06,0.502856989,0.5
2.89195E-06,0.502856552,0.5
2.89205E-06,0.502856115,0.5
2.89215E-06,0.502855678,0.5
2.89225E-06,0.502855241,0.5
2.89235E-06,0.502854805,0.5
2.89245E-06,0.502854368,0.5
2.89255E-06,0.502853932,0.5
2.89265E-06,0.502853496,0.5
2.89275E-06,0.50285306,0.5
2.89285E-06,0.502852624,0.5
2.89295E-06,0.502852188,0.5
2.89305E-06,0.502851753,0.5
2.89315E-06,0.502851317,0.5
2.89325E-06,0.502850882,0.5
2.89335E-06,0.502850447,0.5
2.89345E-06,0.502850012,0.5
2.89355E-06,0.502849577,0.5
2.89365E-06,0.502849142,0.5
2.89375E-06,0.502848708,0.5
2.89385E-06,0.502848273,0.5
2.89395E-06,0.502847839,0.5
2.89405E-06,0.502847405,0.5
2.89415E-06,0.502846971,0.5
2.89425E-06,0.502846537,0.5
2.89435E-06,0.502846103,0.5
2.89445E-06,0.502845669,0.5
2.89455E-06,0.502845236,0.5
2.89465E-06,0.502844802,0.5
2.89475E-06,0.502844369,0.5
2.89485E-06,0.502843936,0.5
2.89495E-06,0.502843503,0.5
2.89505E-06,0.50284307,0.5
2.89515E-06,0.502842637,0.5
2.89525E-06,0.502842205,0.5
2.89535E-06,0.502841772,0.5
2.89545E-06,0.50284134,0.5
2.89555E-06,0.502840908,0.5
2.89565E-06,0.502840476,0.5
2.89575E-06,0.502840044,0.5
2.89585E-06,0.502839612,0.5
2.89595E-06,0.50283918,0.5
2.89605E-06,0.502838749,0.5
2.89615E-06,0.502838318,0.5
2.89625E-06,0.502837886,0.5
2.89635E-06,0.502837455,0.5
2.89645E-06,0.502837024,0.5
2.89655E-06,0.502836593,0.5
2.89665E-06,0.502836163,0.5
2.89675E-06,0.502835732,0.5
2.89685E-06,0.502835302,0.5
2.89695E-06,0.502834871,0.5
2.89705E-06,0.502834441,0.5
2.89715E-06,0.502834011,0.5
2.89725E-06,0.502833581,0.5
2.89735E-06,0.502833152,0.5
2.89745E-06,0.502832722,0.5
2.89755E-06,0.502832293,0.5
2.89765E-06,0.502831863,0.5
2.89775E-06,0.502831434,0.5
2.89785E-06,0.502831005,0.5
2.89795E-06,0.502830576,0.5
2.89805E-06,0.502830147,0.5
2.89815E-06,0.502829718,0.5
2.89825E-06,0.50282929,0.5
2.89835E-06,0.502828862,0.5
2.89845E-06,0.502828433,0.5
2.89855E-06,0.502828005,0.5
2.89865E-06,0.502827577,0.5
2.89875E-06,0.502827149,0.5
2.89885E-06,0.502826722,0.5
2.89895E-06,0.502826294,0.5
2.89905E-06,0.502825866,0.5
2.89915E-06,0.502825439,0.5
2.89925E-06,0.502825012,0.5
2.89935E-06,0.502824585,0.5
2.89945E-06,0.502824158,0.5
2.89955E-06,0.502823731,0.5
2.89965E-06,0.502823304,0.5
2.89975E-06,0.502822878,0.5
2.89985E-06,0.502822452,0.5
2.89995E-06,0.502822025,0.5
2.90005E-06,0.502821599,0.5
2.90015E-06,0.502821173,0.5
2.90025E-06,0.502820747,0.5
2.90035E-06,0.502820322,0.5
2.90045E-06,0.502819896,0.5
2.90055E-06,0.50281947,0.5
2.90065E-06,0.502819045,0.5
2.90075E-06,0.50281862,0.5
2.90085E-06,0.502818195,0.5
2.90095E-06,0.50281777,0.5
2.90105E-06,0.502817345,0.5
2.90115E-06,0.502816921,0.5
2.90125E-06,0.502816496,0.5
2.90135E-06,0.502816072,0.5
2.90145E-06,0.502815647,0.5
2.90155E-06,0.502815223,0.5
2.90165E-06,0.502814799,0.5
2.90175E-06,0.502814375,0.5
2.90185E-06,0.502813952,0.5
2.90195E-06,0.502813528,0.5
2.90205E-06,0.502813105,0.5
2.90215E-06,0.502812681,0.5
2.90225E-06,0.502812258,0.5
2.90235E-06,0.502811835,0.5
2.90245E-06,0.502811412,0.5
2.90255E-06,0.502810989,0.5
2.90265E-06,0.502810566,0.5
2.90275E-06,0.502810144,0.5
2.90285E-06,0.502809722,0.5
2.90295E-06,0.502809299,0.5
2.90305E-06,0.502808877,0.5
2.90315E-06,0.502808455,0.5
2.90325E-06,0.502808033,0.5
2.90335E-06,0.502807611,0.5
2.90345E-06,0.50280719,0.5
2.90355E-06,0.502806768,0.5
2.90365E-06,0.502806347,0.5
2.90375E-06,0.502805926,0.5
2.90385E-06,0.502805505,0.5
2.90395E-06,0.502805084,0.5
2.90405E-06,0.502804663,0.5
2.90415E-06,0.502804242,0.5
2.90425E-06,0.502803822,0.5
2.90435E-06,0.502803401,0.5
2.90445E-06,0.502802981,0.5
2.90455E-06,0.502802561,0.5
2.90465E-06,0.502802141,0.5
2.90475E-06,0.502801721,0.5
2.90485E-06,0.502801301,0.5
2.90495E-06,0.502800881,0.5
2.90505E-06,0.502800462,0.5
2.90515E-06,0.502800043,0.5
2.90525E-06,0.502799623,0.5
2.90535E-06,0.502799204,0.5
2.90545E-06,0.502798785,0.5
2.90555E-06,0.502798366,0.5
2.90565E-06,0.502797948,0.5
2.90575E-06,0.502797529,0.5
2.90585E-06,0.502797111,0.5
2.90595E-06,0.502796692,0.5
2.90605E-06,0.502796274,0.5
2.90615E-06,0.502795856,0.5
2.90625E-06,0.502795438,0.5
2.90635E-06,0.50279502,0.5
2.90645E-06,0.502794603,0.5
2.90655E-06,0.502794185,0.5
2.90665E-06,0.502793768,0.5
2.90675E-06,0.50279335,0.5
2.90685E-06,0.502792933,0.5
2.90695E-06,0.502792516,0.5
2.90705E-06,0.502792099,0.5
2.90715E-06,0.502791683,0.5
2.90725E-06,0.502791266,0.5
2.90735E-06,0.502790849,0.5
2.90745E-06,0.502790433,0.5
2.90755E-06,0.502790017,0.5
2.90765E-06,0.502789601,0.5
2.90775E-06,0.502789185,0.5
2.90785E-06,0.502788769,0.5
2.90795E-06,0.502788353,0.5
2.90805E-06,0.502787938,0.5
2.90815E-06,0.502787522,0.5
2.90825E-06,0.502787107,0.5
2.90835E-06,0.502786692,0.5
2.90845E-06,0.502786277,0.5
2.90855E-06,0.502785862,0.5
2.90865E-06,0.502785447,0.5
2.90875E-06,0.502785032,0.5
2.90885E-06,0.502784618,0.5
2.90895E-06,0.502784203,0.5
2.90905E-06,0.502783789,0.5
2.90915E-06,0.502783375,0.5
2.90925E-06,0.502782961,0.5
2.90935E-06,0.502782547,0.5
2.90945E-06,0.502782133,0.5
2.90955E-06,0.502781719,0.5
2.90965E-06,0.502781306,0.5
2.90975E-06,0.502780892,0.5
2.90985E-06,0.502780479,0.5
2.90995E-06,0.502780066,0.5
2.91005E-06,0.502779653,0.5
2.91015E-06,0.50277924,0.5
2.91025E-06,0.502778828,0.5
2.91035E-06,0.502778415,0.5
2.91045E-06,0.502778002,0.5
2.91055E-06,0.50277759,0.5
2.91065E-06,0.502777178,0.5
2.91075E-06,0.502776766,0.5
2.91085E-06,0.502776354,0.5
2.91095E-06,0.502775942,0.5
2.91105E-06,0.50277553,0.5
2.91115E-06,0.502775119,0.5
2.91125E-06,0.502774707,0.5
2.91135E-06,0.502774296,0.5
2.91145E-06,0.502773885,0.5
2.91155E-06,0.502773474,0.5
2.91165E-06,0.502773063,0.5
2.91175E-06,0.502772652,0.5
2.91185E-06,0.502772241,0.5
2.91195E-06,0.502771831,0.5
2.91205E-06,0.50277142,0.5
2.91215E-06,0.50277101,0.5
2.91225E-06,0.5027706,0.5
2.91235E-06,0.50277019,0.5
2.91245E-06,0.50276978,0.5
2.91255E-06,0.50276937,0.5
2.91265E-06,0.502768961,0.5
2.91275E-06,0.502768551,0.5
2.91285E-06,0.502768142,0.5
2.91295E-06,0.502767732,0.5
2.91305E-06,0.502767323,0.5
2.91315E-06,0.502766914,0.5
2.91325E-06,0.502766505,0.5
2.91335E-06,0.502766097,0.5
2.91345E-06,0.502765688,0.5
2.91355E-06,0.50276528,0.5
2.91365E-06,0.502764871,0.5
2.91375E-06,0.502764463,0.5
2.91385E-06,0.502764055,0.5
2.91395E-06,0.502763647,0.5
2.91405E-06,0.502763239,0.5
2.91415E-06,0.502762831,0.5
2.91425E-06,0.502762424,0.5
2.91435E-06,0.502762016,0.5
2.91445E-06,0.502761609,0.5
2.91455E-06,0.502761202,0.5
2.91465E-06,0.502760795,0.5
2.91475E-06,0.502760388,0.5
2.91485E-06,0.502759981,0.5
2.91495E-06,0.502759574,0.5
2.91505E-06,0.502759168,0.5
2.91515E-06,0.502758761,0.5
2.91525E-06,0.502758355,0.5
2.91535E-06,0.502757949,0.5
2.91545E-06,0.502757543,0.5
2.91555E-06,0.502757137,0.5
2.91565E-06,0.502756731,0.5
2.91575E-06,0.502756325,0.5
2.91585E-06,0.50275592,0.5
2.91595E-06,0.502755514,0.5
2.91605E-06,0.502755109,0.5
2.91615E-06,0.502754704,0.5
2.91625E-06,0.502754299,0.5
2.91635E-06,0.502753894,0.5
2.91645E-06,0.502753489,0.5
2.91655E-06,0.502753084,0.5
2.91665E-06,0.50275268,0.5
2.91675E-06,0.502752275,0.5
2.91685E-06,0.502751871,0.5
2.91695E-06,0.502751467,0.5
2.91705E-06,0.502751063,0.5
2.91715E-06,0.502750659,0.5
2.91725E-06,0.502750255,0.5
2.91735E-06,0.502749851,0.5
2.91745E-06,0.502749448,0.5
2.91755E-06,0.502749045,0.5
2.91765E-06,0.502748641,0.5
2.91775E-06,0.502748238,0.5
2.91785E-06,0.502747835,0.5
2.91795E-06,0.502747432,0.5
2.91805E-06,0.502747029,0.5
2.91815E-06,0.502746627,0.5
2.91825E-06,0.502746224,0.5
2.91835E-06,0.502745822,0.5
2.91845E-06,0.50274542,0.5
2.91855E-06,0.502745017,0.5
2.91865E-06,0.502744615,0.5
2.91875E-06,0.502744214,0.5
2.91885E-06,0.502743812,0.5
2.91895E-06,0.50274341,0.5
2.91905E-06,0.502743009,0.5
2.91915E-06,0.502742607,0.5
2.91925E-06,0.502742206,0.5
2.91935E-06,0.502741805,0.5
2.91945E-06,0.502741404,0.5
2.91955E-06,0.502741003,0.5
2.91965E-06,0.502740602,0.5
2.91975E-06,0.502740202,0.5
2.91985E-06,0.502739801,0.5
2.91995E-06,0.502739401,0.5
2.92005E-06,0.502739,0.5
2.92015E-06,0.5027386,0.5
2.92025E-06,0.5027382,0.5
2.92035E-06,0.5027378,0.5
2.92045E-06,0.502737401,0.5
2.92055E-06,0.502737001,0.5
2.92065E-06,0.502736602,0.5
2.92075E-06,0.502736202,0.5
2.92085E-06,0.502735803,0.5
2.92095E-06,0.502735404,0.5
2.92105E-06,0.502735005,0.5
2.92115E-06,0.502734606,0.5
2.92125E-06,0.502734207,0.5
2.92135E-06,0.502733808,0.5
2.92145E-06,0.50273341,0.5
2.92155E-06,0.502733012,0.5
2.92165E-06,0.502732613,0.5
2.92175E-06,0.502732215,0.5
2.92185E-06,0.502731817,0.5
2.92195E-06,0.502731419,0.5
2.92205E-06,0.502731022,0.5
2.92215E-06,0.502730624,0.5
2.92225E-06,0.502730226,0.5
2.92235E-06,0.502729829,0.5
2.92245E-06,0.502729432,0.5
2.92255E-06,0.502729035,0.5
2.92265E-06,0.502728638,0.5
2.92275E-06,0.502728241,0.5
2.92285E-06,0.502727844,0.5
2.92295E-06,0.502727447,0.5
2.92305E-06,0.502727051,0.5
2.92315E-06,0.502726654,0.5
2.92325E-06,0.502726258,0.5
2.92335E-06,0.502725862,0.5
2.92345E-06,0.502725466,0.5
2.92355E-06,0.50272507,0.5
2.92365E-06,0.502724674,0.5
2.92375E-06,0.502724279,0.5
2.92385E-06,0.502723883,0.5
2.92395E-06,0.502723488,0.5
2.92405E-06,0.502723093,0.5
2.92415E-06,0.502722697,0.5
2.92425E-06,0.502722302,0.5
2.92435E-06,0.502721907,0.5
2.92445E-06,0.502721513,0.5
2.92455E-06,0.502721118,0.5
2.92465E-06,0.502720723,0.5
2.92475E-06,0.502720329,0.5
2.92485E-06,0.502719935,0.5
2.92495E-06,0.502719541,0.5
2.92505E-06,0.502719147,0.5
2.92515E-06,0.502718753,0.5
2.92525E-06,0.502718359,0.5
2.92535E-06,0.502717965,0.5
2.92545E-06,0.502717572,0.5
2.92555E-06,0.502717178,0.5
2.92565E-06,0.502716785,0.5
2.92575E-06,0.502716392,0.5
2.92585E-06,0.502715999,0.5
2.92595E-06,0.502715606,0.5
2.92605E-06,0.502715213,0.5
2.92615E-06,0.50271482,0.5
2.92625E-06,0.502714428,0.5
2.92635E-06,0.502714035,0.5
2.92645E-06,0.502713643,0.5
2.92655E-06,0.502713251,0.5
2.92665E-06,0.502712859,0.5
2.92675E-06,0.502712467,0.5
2.92685E-06,0.502712075,0.5
2.92695E-06,0.502711683,0.5
2.92705E-06,0.502711292,0.5
2.92715E-06,0.5027109,0.5
2.92725E-06,0.502710509,0.5
2.92735E-06,0.502710118,0.5
2.92745E-06,0.502709727,0.5
2.92755E-06,0.502709336,0.5
2.92765E-06,0.502708945,0.5
2.92775E-06,0.502708554,0.5
2.92785E-06,0.502708164,0.5
2.92795E-06,0.502707773,0.5
2.92805E-06,0.502707383,0.5
2.92815E-06,0.502706992,0.5
2.92825E-06,0.502706602,0.5
2.92835E-06,0.502706212,0.5
2.92845E-06,0.502705823,0.5
2.92855E-06,0.502705433,0.5
2.92865E-06,0.502705043,0.5
2.92875E-06,0.502704654,0.5
2.92885E-06,0.502704264,0.5
2.92895E-06,0.502703875,0.5
2.92905E-06,0.502703486,0.5
2.92915E-06,0.502703097,0.5
2.92925E-06,0.502702708,0.5
2.92935E-06,0.502702319,0.5
2.92945E-06,0.502701931,0.5
2.92955E-06,0.502701542,0.5
2.92965E-06,0.502701154,0.5
2.92975E-06,0.502700765,0.5
2.92985E-06,0.502700377,0.5
2.92995E-06,0.502699989,0.5
2.93005E-06,0.502699601,0.5
2.93015E-06,0.502699213,0.5
2.93025E-06,0.502698826,0.5
2.93035E-06,0.502698438,0.5
2.93045E-06,0.502698051,0.5
2.93055E-06,0.502697664,0.5
2.93065E-06,0.502697276,0.5
2.93075E-06,0.502696889,0.5
2.93085E-06,0.502696502,0.5
2.93095E-06,0.502696116,0.5
2.93105E-06,0.502695729,0.5
2.93115E-06,0.502695342,0.5
2.93125E-06,0.502694956,0.5
2.93135E-06,0.502694569,0.5
2.93145E-06,0.502694183,0.5
2.93155E-06,0.502693797,0.5
2.93165E-06,0.502693411,0.5
2.93175E-06,0.502693025,0.5
2.93185E-06,0.50269264,0.5
2.93195E-06,0.502692254,0.5
2.93205E-06,0.502691868,0.5
2.93215E-06,0.502691483,0.5
2.93225E-06,0.502691098,0.5
2.93235E-06,0.502690713,0.5
