 v-sweep         v(Y)            v(S)            v(A)            v(B)           
 5.90000000e-01  4.50000002e-01  0.00000000e+00  5.90000000e-01  4.50000000e-01 
 6.00000000e-01  4.50000002e-01  0.00000000e+00  6.00000000e-01  4.50000000e-01 
 6.10000000e-01  4.50000002e-01  0.00000000e+00  6.10000000e-01  4.50000000e-01 
 6.20000000e-01  4.50000002e-01  0.00000000e+00  6.20000000e-01  4.50000000e-01 
 6.30000000e-01  4.50000002e-01  0.00000000e+00  6.30000000e-01  4.50000000e-01 
 6.40000000e-01  4.50000002e-01  0.00000000e+00  6.40000000e-01  4.50000000e-01 
 6.50000000e-01  4.50000002e-01  0.00000000e+00  6.50000000e-01  4.50000000e-01 
 6.60000000e-01  4.50000002e-01  0.00000000e+00  6.60000000e-01  4.50000000e-01 
 6.70000000e-01  4.50000002e-01  0.00000000e+00  6.70000000e-01  4.50000000e-01 
 6.80000000e-01  4.50000002e-01  0.00000000e+00  6.80000000e-01  4.50000000e-01 
 6.90000000e-01  4.50000002e-01  0.00000000e+00  6.90000000e-01  4.50000000e-01 
 7.00000000e-01  4.50000002e-01  0.00000000e+00  7.00000000e-01  4.50000000e-01 
 7.10000000e-01  4.50000002e-01  0.00000000e+00  7.10000000e-01  4.50000000e-01 
 7.20000000e-01  4.50000002e-01  0.00000000e+00  7.20000000e-01  4.50000000e-01 
 7.30000000e-01  4.50000002e-01  0.00000000e+00  7.30000000e-01  4.50000000e-01 
 7.40000000e-01  4.50000002e-01  0.00000000e+00  7.40000000e-01  4.50000000e-01 
 7.50000000e-01  4.50000002e-01  0.00000000e+00  7.50000000e-01  4.50000000e-01 
 7.60000000e-01  4.50000002e-01  0.00000000e+00  7.60000000e-01  4.50000000e-01 
 7.70000000e-01  4.50000002e-01  0.00000000e+00  7.70000000e-01  4.50000000e-01 
 7.80000000e-01  4.50000002e-01  0.00000000e+00  7.80000000e-01  4.50000000e-01 
 7.90000000e-01  4.50000002e-01  0.00000000e+00  7.90000000e-01  4.50000000e-01 
 8.00000000e-01  4.50000002e-01  0.00000000e+00  8.00000000e-01  4.50000000e-01 
